title,author,assignees,number,url,state,closedAt,createdAt,updatedAt,labels,issues
Add a test demonstrating double bonus vulnerability,Mathspy,{'Mathspy'},1650,https://github.com/weiks/esports-backend/pull/1650,MERGED,2022-06-13T20:57:14Z,2022-06-13T20:39:50Z,2022-06-13T20:57:16Z,set(),[]
Fix inability to award users with unlinked Discords,Mathspy,{'Mathspy'},1649,https://github.com/weiks/esports-backend/pull/1649,MERGED,2022-06-13T20:30:12Z,2022-06-13T20:20:28Z,2022-06-13T20:41:19Z,"{'bug', 'critical'}","[{'assignees': {'Mathspy'}, 'labels': {'bug', 'critical'}, 'number': 1576, 'title': 'qBonus fails unexpectedly - unable to connect discord', 'url': 'https://github.com/weiks/esports-backend/issues/1576', 'state': 'CLOSED', 'updatedAt': '2022-06-14T13:35:18Z'}]"
Fix connecting to Twitch,Mathspy,{'Mathspy'},1638,https://github.com/weiks/esports-backend/pull/1638,MERGED,2022-06-13T19:20:17Z,2022-06-10T19:14:49Z,2022-06-13T19:20:19Z,{'bug'},"[{'assignees': set(), 'labels': {'bug'}, 'number': 1476, 'title': '[Bug] Connect to Twitch fails', 'url': 'https://github.com/weiks/esports-backend/issues/1476', 'state': 'CLOSED', 'updatedAt': '2022-06-13T19:20:16Z'}]"
Fix the blockchain cronjob's env variables,alexangc,{'alexangc'},1641,https://github.com/weiks/esports-backend/pull/1641,MERGED,2022-06-13T16:42:38Z,2022-06-13T13:39:13Z,2022-06-13T16:42:41Z,set(),[]
added vesting address,NirajBhattarai,{'NirajBhattarai'},1645,https://github.com/weiks/esports-backend/pull/1645,MERGED,2022-06-13T16:30:01Z,2022-06-13T16:22:33Z,2022-06-13T16:30:14Z,set(),[]
[WIP] Remove sass,SinshiSmith,{'SinshiSmith'},1550,https://github.com/weiks/esports-backend/pull/1550,CLOSED,2022-06-13T16:11:36Z,2022-06-01T17:10:41Z,2022-06-13T16:12:21Z,set(),[]
Drag & Drop feature broke because of bad id's,CarlosViller,{'CarlosViller'},1634,https://github.com/weiks/esports-backend/pull/1634,MERGED,2022-06-10T19:11:17Z,2022-06-10T15:14:08Z,2022-06-13T11:39:00Z,set(),[]
Twilio sms verification msg enhancement,brianmazzocchi,{'brianmazzocchi'},1636,https://github.com/weiks/esports-backend/pull/1636,MERGED,2022-06-10T18:31:54Z,2022-06-10T18:12:34Z,2022-06-10T18:31:57Z,{'enhancement'},"[{'assignees': {'brianmazzocchi'}, 'labels': {'enhancement'}, 'number': 1597, 'title': '[Q2][Backend] Change the sms validation message text', 'url': 'https://github.com/weiks/esports-backend/issues/1597', 'state': 'CLOSED', 'updatedAt': '2022-06-10T18:31:54Z'}]"
fixed gas value for vesting,NirajBhattarai,{'NirajBhattarai'},1635,https://github.com/weiks/esports-backend/pull/1635,MERGED,2022-06-10T18:16:10Z,2022-06-10T16:03:06Z,2022-06-10T18:16:20Z,set(),[]
added check for native balance and increased gas fee,NirajBhattarai,{'NirajBhattarai'},1633,https://github.com/weiks/esports-backend/pull/1633,MERGED,2022-06-10T15:53:22Z,2022-06-10T13:06:59Z,2022-06-10T15:54:02Z,{'enhancement'},"[{'assignees': {'NirajBhattarai'}, 'labels': {'enhancement'}, 'number': 1625, 'title': '[Q2s] Insufficient BSC to handle the transaction costs for the gas fee', 'url': 'https://github.com/weiks/esports-backend/issues/1625', 'state': 'CLOSED', 'updatedAt': '2022-06-10T15:53:22Z'}]"
Remove unused variable from `.env.example`,alexangc,{'alexangc'},1632,https://github.com/weiks/esports-backend/pull/1632,MERGED,2022-06-10T14:23:55Z,2022-06-10T10:05:51Z,2022-06-10T14:23:57Z,set(),[]
New payout,CarlosViller,{'CarlosViller'},1468,https://github.com/weiks/esports-backend/pull/1468,MERGED,2022-06-09T18:35:46Z,2022-05-18T15:55:46Z,2022-06-09T18:35:51Z,{'enhancement'},"[{'assignees': {'SinshiSmith', 'paulofer85', 'alexangc', 'CarlosViller', 'brianmazzocchi', 'Mathspy'}, 'labels': {'enhancement'}, 'number': 1434, 'title': '[UX] Move pick winner payout details to the Create Tournament and Edit Tournament pages', 'url': 'https://github.com/weiks/esports-backend/issues/1434', 'state': 'CLOSED', 'updatedAt': '2022-06-13T12:36:18Z'}]"
fix unixtimestamp convert,gonzalovelasco,{'gonzalovelasco'},1595,https://github.com/weiks/esports-backend/pull/1595,MERGED,2022-06-07T17:25:26Z,2022-06-07T13:29:44Z,2022-06-09T18:21:48Z,"{'bug', 'critical'}","[{'assignees': {'gonzalovelasco'}, 'labels': {'bug', 'critical'}, 'number': 1591, 'title': '[Bug] Failing to award users their ""Q2 Vesting""', 'url': 'https://github.com/weiks/esports-backend/issues/1591', 'state': 'CLOSED', 'updatedAt': '2022-06-07T17:25:26Z'}]"
Purchaseq2vesting,gonzalovelasco,{'gonzalovelasco'},1572,https://github.com/weiks/esports-backend/pull/1572,MERGED,2022-06-06T20:00:48Z,2022-06-03T19:40:24Z,2022-06-09T18:21:47Z,{'enhancement'},"[{'assignees': {'gonzalovelasco', 'NirajBhattarai'}, 'labels': {'enhancement'}, 'number': 1560, 'title': 'Adding Vesting Contract for True Believer and Diamonds Hand', 'url': 'https://github.com/weiks/esports-backend/issues/1560', 'state': 'CLOSED', 'updatedAt': '2022-06-06T20:00:48Z'}]"
Switch to reliable BSC RPC endpoint,Mathspy,{'Mathspy'},1628,https://github.com/weiks/esports-backend/pull/1628,MERGED,2022-06-09T18:14:54Z,2022-06-09T17:52:18Z,2022-06-09T18:14:56Z,set(),[]
New payout edit event page fix bug,SinshiSmith,{'SinshiSmith'},1627,https://github.com/weiks/esports-backend/pull/1627,MERGED,2022-06-09T17:23:15Z,2022-06-09T17:13:11Z,2022-06-09T17:23:18Z,set(),[]
[WIP] New payout system frontend,CarlosViller,{'CarlosViller'},1587,https://github.com/weiks/esports-backend/pull/1587,MERGED,2022-06-09T16:03:57Z,2022-06-06T21:37:51Z,2022-06-09T16:07:04Z,set(),[]
Q2 follow up,gonzalovelasco,{'gonzalovelasco'},1615,https://github.com/weiks/esports-backend/pull/1615,MERGED,2022-06-09T14:08:15Z,2022-06-08T15:47:35Z,2022-06-09T14:16:30Z,{'enhancement'},"[{'assignees': {'gonzalovelasco', 'NirajBhattarai'}, 'labels': {'enhancement'}, 'number': 1594, 'title': 'Q2 follow up', 'url': 'https://github.com/weiks/esports-backend/issues/1594', 'state': 'CLOSED', 'updatedAt': '2022-06-09T15:51:26Z'}]"
/events/edit: new payout tests,SinshiSmith,{'SinshiSmith'},1624,https://github.com/weiks/esports-backend/pull/1624,MERGED,2022-06-09T13:18:37Z,2022-06-09T13:11:18Z,2022-06-09T13:18:40Z,set(),[]
Add missing BSC_VESTING_GAS_FEE in daily CI,Mathspy,{'Mathspy'},1621,https://github.com/weiks/esports-backend/pull/1621,MERGED,2022-06-09T12:21:00Z,2022-06-09T12:13:26Z,2022-06-09T12:21:18Z,set(),[]
Fix search failing on punctuation,Mathspy,{'Mathspy'},1611,https://github.com/weiks/esports-backend/pull/1611,MERGED,2022-06-08T13:38:26Z,2022-06-08T13:27:45Z,2022-06-08T13:38:29Z,{'bug'},"[{'assignees': {'Mathspy'}, 'labels': {'bug'}, 'number': 1609, 'title': '[Bug] Unhandled syntax error in player search query', 'url': 'https://github.com/weiks/esports-backend/issues/1609', 'state': 'CLOSED', 'updatedAt': '2022-06-08T13:38:26Z'}]"
Stop attempting to upload non-existing Discord avatars,alexangc,{'alexangc'},1600,https://github.com/weiks/esports-backend/pull/1600,MERGED,2022-06-08T13:12:03Z,2022-06-08T09:45:52Z,2022-06-08T13:12:05Z,set(),[]
Added 'All Regions' Tag to tournament listings / detail,brianmazzocchi,{'brianmazzocchi'},1531,https://github.com/weiks/esports-backend/pull/1531,MERGED,2022-06-07T20:44:59Z,2022-05-30T01:28:32Z,2022-06-07T20:45:04Z,{'bug'},"[{'assignees': {'brianmazzocchi'}, 'labels': {'bug'}, 'number': 1522, 'title': '[Frontend] EventCard ""all regions"" and ""all platforms"" tags', 'url': 'https://github.com/weiks/esports-backend/issues/1522', 'state': 'CLOSED', 'updatedAt': '2022-06-10T14:04:08Z'}]"
Add migration script for revised modes model,Mathspy,{'Mathspy'},1577,https://github.com/weiks/esports-backend/pull/1577,MERGED,2022-06-07T14:28:32Z,2022-06-06T17:45:50Z,2022-06-07T14:28:33Z,set(),[]
/event/edit: New payout,SinshiSmith,{'SinshiSmith'},1568,https://github.com/weiks/esports-backend/pull/1568,MERGED,2022-06-06T19:56:58Z,2022-06-03T14:46:49Z,2022-06-06T19:57:00Z,set(),[]
Purchaseq2 remove alert,gonzalovelasco,{'gonzalovelasco'},1542,https://github.com/weiks/esports-backend/pull/1542,MERGED,2022-05-31T19:37:35Z,2022-05-30T20:06:46Z,2022-06-06T19:41:02Z,{'enhancement'},"[{'assignees': {'gonzalovelasco'}, 'labels': {'enhancement'}, 'number': 1511, 'title': 'Finish pending task from Q2s page', 'url': 'https://github.com/weiks/esports-backend/issues/1511', 'state': 'CLOSED', 'updatedAt': '2022-06-09T16:15:15Z'}]"
Give host 20% of the Quarters used as joining fees,Mathspy,{'Mathspy'},1569,https://github.com/weiks/esports-backend/pull/1569,MERGED,2022-06-06T15:04:03Z,2022-06-03T17:47:03Z,2022-06-06T15:04:05Z,set(),[]
Add failing tests for uppercase app_names,Mathspy,{'Mathspy'},1574,https://github.com/weiks/esports-backend/pull/1574,MERGED,2022-06-06T14:52:20Z,2022-06-03T21:20:28Z,2022-06-06T14:52:22Z,set(),[]
added vesting contract,NirajBhattarai,{'NirajBhattarai'},1559,https://github.com/weiks/esports-backend/pull/1559,MERGED,2022-06-02T16:28:07Z,2022-06-02T11:54:55Z,2022-06-06T13:40:09Z,set(),[]
"Games: PWNK, NBA 2K22, T3 Arena, and more modes",SinshiSmith,{'SinshiSmith'},1575,https://github.com/weiks/esports-backend/pull/1575,MERGED,2022-06-06T10:05:35Z,2022-06-06T09:46:36Z,2022-06-06T10:05:37Z,set(),[]
Specify how to link PR to issue,bmcilw1,{'bmcilw1'},1571,https://github.com/weiks/esports-backend/pull/1571,MERGED,2022-06-03T19:25:37Z,2022-06-03T19:17:03Z,2022-06-03T19:25:39Z,set(),[]
Handle anemic events correctly in /pickWinner,Mathspy,{'Mathspy'},1567,https://github.com/weiks/esports-backend/pull/1567,MERGED,2022-06-03T17:45:01Z,2022-06-03T14:28:15Z,2022-06-03T17:45:03Z,set(),[]
Repositioned invite friend / watch stream / invite link on EventPage,brianmazzocchi,{'brianmazzocchi'},1562,https://github.com/weiks/esports-backend/pull/1562,MERGED,2022-06-03T14:29:04Z,2022-06-02T16:35:31Z,2022-06-03T14:29:09Z,set(),[]
Add support for symbolic placements,Mathspy,{'Mathspy'},1565,https://github.com/weiks/esports-backend/pull/1565,MERGED,2022-06-03T13:31:07Z,2022-06-02T18:53:07Z,2022-06-03T13:31:10Z,set(),[]
Allow admins to edit distribution after event start,Mathspy,{'Mathspy'},1564,https://github.com/weiks/esports-backend/pull/1564,MERGED,2022-06-02T17:24:19Z,2022-06-02T16:46:41Z,2022-06-02T17:24:22Z,set(),[]
Check for distribution editing attempts after READY_UP,Mathspy,{'Mathspy'},1563,https://github.com/weiks/esports-backend/pull/1563,MERGED,2022-06-02T17:21:05Z,2022-06-02T16:38:24Z,2022-06-02T17:21:07Z,set(),[]
Spanish translations and UI fixes,brianmazzocchi,{'brianmazzocchi'},1558,https://github.com/weiks/esports-backend/pull/1558,MERGED,2022-06-02T14:20:06Z,2022-06-01T22:25:46Z,2022-06-02T14:20:11Z,set(),[]
Extract components from event page,Mathspy,{'Mathspy'},1557,https://github.com/weiks/esports-backend/pull/1557,MERGED,2022-06-02T13:07:32Z,2022-06-01T20:26:39Z,2022-06-02T13:07:36Z,set(),[]
Extract Winners from Slots,Mathspy,{'Mathspy'},1555,https://github.com/weiks/esports-backend/pull/1555,MERGED,2022-06-01T19:45:57Z,2022-06-01T19:26:42Z,2022-06-01T19:58:28Z,set(),[]
Move states down from Slots to EventParticipants,Mathspy,{'Mathspy'},1554,https://github.com/weiks/esports-backend/pull/1554,MERGED,2022-06-01T19:37:21Z,2022-06-01T18:52:57Z,2022-06-01T19:37:23Z,set(),[]
Extract participants tab,Mathspy,{'Mathspy'},1552,https://github.com/weiks/esports-backend/pull/1552,MERGED,2022-06-01T18:24:55Z,2022-06-01T18:02:16Z,2022-06-01T18:24:57Z,set(),[]
Remove unnecessary props from Slots,Mathspy,{'Mathspy'},1551,https://github.com/weiks/esports-backend/pull/1551,MERGED,2022-06-01T18:13:29Z,2022-06-01T17:17:25Z,2022-06-01T18:13:31Z,set(),[]
Move some states down from EventPage to Slots,Mathspy,{'Mathspy'},1548,https://github.com/weiks/esports-backend/pull/1548,MERGED,2022-06-01T16:53:12Z,2022-06-01T16:04:39Z,2022-06-01T18:12:29Z,set(),[]
Move modals up,Mathspy,{'Mathspy'},1549,https://github.com/weiks/esports-backend/pull/1549,MERGED,2022-06-01T18:03:00Z,2022-06-01T17:04:58Z,2022-06-01T18:09:12Z,set(),[]
Extract getSlots into its own Slots component,Mathspy,{'Mathspy'},1547,https://github.com/weiks/esports-backend/pull/1547,MERGED,2022-06-01T16:41:15Z,2022-06-01T15:18:43Z,2022-06-01T17:57:26Z,set(),[]
Purchaseq2 frontend integrationtests,gonzalovelasco,{'gonzalovelasco'},1520,https://github.com/weiks/esports-backend/pull/1520,MERGED,2022-05-30T19:21:04Z,2022-05-27T12:23:27Z,2022-05-30T21:01:48Z,{'enhancement'},"[{'assignees': {'gonzalovelasco'}, 'labels': {'enhancement'}, 'number': 1511, 'title': 'Finish pending task from Q2s page', 'url': 'https://github.com/weiks/esports-backend/issues/1511', 'state': 'CLOSED', 'updatedAt': '2022-06-09T16:15:15Z'}]"
add validation balance q2,gonzalovelasco,{'gonzalovelasco'},1514,https://github.com/weiks/esports-backend/pull/1514,MERGED,2022-05-30T17:57:35Z,2022-05-25T19:06:55Z,2022-05-30T21:01:46Z,{'enhancement'},"[{'assignees': {'gonzalovelasco'}, 'labels': {'enhancement'}, 'number': 1511, 'title': 'Finish pending task from Q2s page', 'url': 'https://github.com/weiks/esports-backend/issues/1511', 'state': 'CLOSED', 'updatedAt': '2022-06-09T16:15:15Z'}]"
purchase q2 e2e test,gonzalovelasco,{'gonzalovelasco'},1515,https://github.com/weiks/esports-backend/pull/1515,MERGED,2022-05-27T12:17:46Z,2022-05-25T21:20:18Z,2022-05-30T21:01:40Z,{'enhancement'},"[{'assignees': {'gonzalovelasco'}, 'labels': {'enhancement'}, 'number': 1511, 'title': 'Finish pending task from Q2s page', 'url': 'https://github.com/weiks/esports-backend/issues/1511', 'state': 'CLOSED', 'updatedAt': '2022-06-09T16:15:15Z'}]"
[WIP] Purchase q2s,gonzalovelasco,{'gonzalovelasco'},1461,https://github.com/weiks/esports-backend/pull/1461,MERGED,2022-05-25T13:00:12Z,2022-05-16T15:05:39Z,2022-05-30T21:01:38Z,{'enhancement'},"[{'assignees': {'gonzalovelasco', 'NirajBhattarai'}, 'labels': {'enhancement'}, 'number': 1383, 'title': '[Enhancement] Create separate app to purchase Q2s via `checkout.com`', 'url': 'https://github.com/weiks/esports-backend/issues/1383', 'state': 'CLOSED', 'updatedAt': '2022-05-25T13:00:12Z'}]"
check whitelisted cryptoaddress,gonzalovelasco,{'gonzalovelasco'},1507,https://github.com/weiks/esports-backend/pull/1507,MERGED,2022-05-24T19:16:51Z,2022-05-24T18:28:01Z,2022-05-30T21:01:36Z,set(),[]
added validation,NirajBhattarai,{'NirajBhattarai'},1482,https://github.com/weiks/esports-backend/pull/1482,MERGED,2022-05-23T17:28:29Z,2022-05-21T13:10:29Z,2022-05-30T21:01:33Z,set(),[]
Handle each platform if it hasn't been setup,Mathspy,{'Mathspy'},1533,https://github.com/weiks/esports-backend/pull/1533,MERGED,2022-05-30T16:16:30Z,2022-05-30T16:02:58Z,2022-05-30T16:16:33Z,set(),[]
Attempt to fix publishedAt bug,bmcilw1,{'bmcilw1'},1530,https://github.com/weiks/esports-backend/pull/1530,MERGED,2022-05-30T15:13:10Z,2022-05-28T18:51:00Z,2022-05-30T15:13:13Z,set(),[]
Unity SDK Server: Remove underscore from applinks,Mathspy,{'Mathspy'},1532,https://github.com/weiks/esports-backend/pull/1532,MERGED,2022-05-30T13:44:55Z,2022-05-30T13:15:33Z,2022-05-30T13:44:58Z,set(),[]
Implement revised payout,alexangc,{'alexangc'},1529,https://github.com/weiks/esports-backend/pull/1529,MERGED,2022-05-27T21:17:54Z,2022-05-27T19:17:55Z,2022-05-27T21:17:56Z,set(),[]
Add optional timeout parameter for `giveQuarters` and `takeQuarters`,alexangc,{'alexangc'},1528,https://github.com/weiks/esports-backend/pull/1528,MERGED,2022-05-27T20:09:40Z,2022-05-27T19:07:54Z,2022-05-27T20:09:43Z,set(),[]
Fix event typedef for new payout,alexangc,{'alexangc'},1527,https://github.com/weiks/esports-backend/pull/1527,MERGED,2022-05-27T19:48:18Z,2022-05-27T18:20:30Z,2022-05-27T19:51:57Z,set(),[]
Reorganise `/pickWinner` to prepare for the new payout method,alexangc,{'alexangc'},1495,https://github.com/weiks/esports-backend/pull/1495,MERGED,2022-05-27T19:45:30Z,2022-05-23T19:12:17Z,2022-05-27T19:45:34Z,set(),[]
Temporary associate ALL universal links with apps,Mathspy,{'Mathspy'},1526,https://github.com/weiks/esports-backend/pull/1526,MERGED,2022-05-27T16:35:39Z,2022-05-27T16:06:55Z,2022-05-27T16:35:42Z,set(),[]
Attempt to speed up backend CI,Mathspy,{'Mathspy'},1519,https://github.com/weiks/esports-backend/pull/1519,MERGED,2022-05-27T16:18:12Z,2022-05-26T20:47:35Z,2022-05-27T16:18:14Z,set(),[]
Fix apps page,Mathspy,{'Mathspy'},1525,https://github.com/weiks/esports-backend/pull/1525,MERGED,2022-05-27T15:33:12Z,2022-05-27T15:12:46Z,2022-05-27T15:33:14Z,set(),[]
Remove mobile app popup,SinshiSmith,{'SinshiSmith'},1524,https://github.com/weiks/esports-backend/pull/1524,MERGED,2022-05-27T14:31:00Z,2022-05-27T14:09:12Z,2022-05-27T14:31:03Z,"{'bug', 'enhancement'}","[{'assignees': {'SinshiSmith'}, 'labels': {'bug', 'enhancement'}, 'number': 1523, 'title': '[Frontend] Remove mobile app popup', 'url': 'https://github.com/weiks/esports-backend/issues/1523', 'state': 'CLOSED', 'updatedAt': '2022-05-27T14:31:00Z'}]"
Android app links support,Mathspy,"{'SinshiSmith', 'Mathspy'}",1479,https://github.com/weiks/esports-backend/pull/1479,MERGED,2022-05-27T13:45:38Z,2022-05-19T17:16:22Z,2022-05-27T13:45:41Z,{'enhancement'},"[{'assignees': {'SinshiSmith', 'Mathspy', 'alexangc'}, 'labels': {'enhancement'}, 'number': 1299, 'title': 'Unity SDK - Friction Point - Developer perform complex setup and hosting of universal linking files', 'url': 'https://github.com/weiks/esports-backend/issues/1299', 'state': 'CLOSED', 'updatedAt': '2022-05-27T13:45:38Z'}]"
Make a logger msg static,Mathspy,{'Mathspy'},1518,https://github.com/weiks/esports-backend/pull/1518,MERGED,2022-05-26T19:58:08Z,2022-05-26T18:34:24Z,2022-05-26T19:58:13Z,set(),[]
Updated PrivatePolicyPage,brianmazzocchi,{'brianmazzocchi'},1509,https://github.com/weiks/esports-backend/pull/1509,MERGED,2022-05-26T15:44:10Z,2022-05-24T19:18:45Z,2022-05-26T17:11:21Z,set(),[]
Regions Selection - add 'All Regions' ,brianmazzocchi,{'brianmazzocchi'},1516,https://github.com/weiks/esports-backend/pull/1516,MERGED,2022-05-26T15:09:50Z,2022-05-25T23:40:48Z,2022-05-26T15:09:54Z,set(),[]
Don't build tests and mocks while building the server,Mathspy,{'Mathspy'},1517,https://github.com/weiks/esports-backend/pull/1517,MERGED,2022-05-26T14:40:19Z,2022-05-26T14:29:16Z,2022-05-26T14:40:22Z,set(),[]
Rename /apps/sdk endpoint to /apps/sdk/ios,Mathspy,{'Mathspy'},1513,https://github.com/weiks/esports-backend/pull/1513,MERGED,2022-05-26T13:06:00Z,2022-05-25T18:42:03Z,2022-05-26T13:06:02Z,set(),[]
Create event page tweaks,CarlosViller,{'CarlosViller'},1499,https://github.com/weiks/esports-backend/pull/1499,MERGED,2022-05-25T21:25:38Z,2022-05-24T14:45:59Z,2022-05-26T09:12:52Z,{'enhancement'},"[{'assignees': {'SinshiSmith', 'paulofer85', 'alexangc', 'CarlosViller', 'brianmazzocchi', 'Mathspy'}, 'labels': {'enhancement'}, 'number': 1434, 'title': '[UX] Move pick winner payout details to the Create Tournament and Edit Tournament pages', 'url': 'https://github.com/weiks/esports-backend/issues/1434', 'state': 'CLOSED', 'updatedAt': '2022-06-13T12:36:18Z'}]"
added whitelist feature,NirajBhattarai,{'NirajBhattarai'},1505,https://github.com/weiks/esports-backend/pull/1505,MERGED,2022-05-24T16:53:18Z,2022-05-24T16:34:36Z,2022-05-24T16:56:27Z,set(),[]
Add missing NFT factory address to the refill script,alexangc,{'alexangc'},1500,https://github.com/weiks/esports-backend/pull/1500,MERGED,2022-05-24T16:50:00Z,2022-05-24T14:57:55Z,2022-05-24T16:50:02Z,set(),[]
